"regiao","unidade_de_medida","periodo","ano","mes","carga_de_energia"
"SECO","Mwmed","mensal",1,7,26657.7
"SECO","Mwmed","mensal",1,8,27178.63
"SECO","Mwmed","mensal",1,9,28422.34
"SECO","Mwmed","mensal",1,10,27771.5
"SECO","Mwmed","mensal",1,11,28190.85
"SECO","Mwmed","mensal",1,12,27695.44
"SECO","Mwmed","mensal",1,1,27829.38
"SECO","Mwmed","mensal",1,2,28324.55
"SECO","Mwmed","mensal",1,3,29329.89
"SECO","Mwmed","mensal",1,4,29611.06
"SECO","Mwmed","mensal",1,5,27852.87
"SECO","Mwmed","mensal",1,6,27921.1
"SECO","Mwmed","mensal",1,7,27217.24
"SECO","Mwmed","mensal",1,8,28499.2
"SECO","Mwmed","mensal",1,9,28242.87
"SECO","Mwmed","mensal",1,10,29025.85
"SECO","Mwmed","mensal",1,11,28258.17
"SECO","Mwmed","mensal",1,12,28163.8
"SECO","Mwmed","mensal",1,1,29410.87
"SECO","Mwmed","mensal",1,2,30149.91
"SECO","Mwmed","mensal",1,3,30646.28
"SECO","Mwmed","mensal",1,4,28994.8
"SECO","Mwmed","mensal",1,5,28369.73
"SECO","Mwmed","mensal",1,6,28456.18
"SECO","Mwmed","mensal",1,7,28707.1
"SECO","Mwmed","mensal",1,8,29679.79
"SECO","Mwmed","mensal",1,9,29081.1
"SECO","Mwmed","mensal",1,10,29255.4
"SECO","Mwmed","mensal",1,11,29830.85
"SECO","Mwmed","mensal",1,12,29725.44
"SECO","Mwmed","mensal",1,1,29960.04
"SECO","Mwmed","mensal",1,2,30970.75
"SECO","Mwmed","mensal",1,3,32680.24
"SECO","Mwmed","mensal",1,4,31350.06
"SECO","Mwmed","mensal",1,5,29881.49
"SECO","Mwmed","mensal",1,6,29542.48
"SECO","Mwmed","mensal",1,7,29573.76
"SECO","Mwmed","mensal",1,8,30567.59
"SECO","Mwmed","mensal",1,9,31166
"SECO","Mwmed","mensal",1,10,32003.87
"SECO","Mwmed","mensal",1,11,31251.06
"SECO","Mwmed","mensal",1,12,31206.32
"SECO","Mwmed","mensal",1,1,31190.34
"SECO","Mwmed","mensal",1,2,31503.22
"SECO","Mwmed","mensal",1,3,32203.62
"SECO","Mwmed","mensal",1,4,32252.53
"SECO","Mwmed","mensal",1,5,30832.64
"SECO","Mwmed","mensal",1,6,31221.21
"SECO","Mwmed","mensal",1,7,31335.15
"SECO","Mwmed","mensal",1,8,32319.55
"SECO","Mwmed","mensal",1,9,32087.31
"SECO","Mwmed","mensal",1,10,32947.58
"SECO","Mwmed","mensal",1,11,30934.86
"SECO","Mwmed","mensal",1,12,28845.63
"SECO","Mwmed","mensal",1,1,29576.66
"SECO","Mwmed","mensal",1,2,31324.93
"SECO","Mwmed","mensal",1,3,32277.91
"SECO","Mwmed","mensal",1,4,30176.04
"SECO","Mwmed","mensal",1,5,29780.55
"SECO","Mwmed","mensal",1,6,29066.91
"SECO","Mwmed","mensal",1,7,30109.26
"SECO","Mwmed","mensal",1,8,30694.79
"SECO","Mwmed","mensal",1,9,31984.11
"SECO","Mwmed","mensal",1,10,31965.19
"SECO","Mwmed","mensal",1,11,33638.64
"SECO","Mwmed","mensal",1,12,32457.44
"SECO","Mwmed","mensal",1,1,33574.71
"SECO","Mwmed","mensal",1,2,35290.2
"SECO","Mwmed","mensal",1,3,34889.93
"SECO","Mwmed","mensal",1,4,32864.08
"SECO","Mwmed","mensal",1,5,32236.27
"SECO","Mwmed","mensal",1,6,31891.29
"SECO","Mwmed","mensal",1,7,32433.05
"SECO","Mwmed","mensal",1,8,32874.25
"SECO","Mwmed","mensal",1,9,34033.75
"SECO","Mwmed","mensal",1,10,33203.26
"SECO","Mwmed","mensal",1,11,33428.06
"SECO","Mwmed","mensal",1,12,34493.67
"SECO","Mwmed","mensal",1,1,34868.83
"SECO","Mwmed","mensal",1,2,37140.43
"SECO","Mwmed","mensal",1,3,34961.18
"SECO","Mwmed","mensal",1,4,34865.14
"SECO","Mwmed","mensal",1,5,33297.83
"SECO","Mwmed","mensal",1,6,32612.53
"SECO","Mwmed","mensal",1,7,33097.35
"SECO","Mwmed","mensal",1,8,34756.37
"SECO","Mwmed","mensal",1,9,34832.09
"SECO","Mwmed","mensal",1,10,34582.18
"SECO","Mwmed","mensal",1,11,34742.62
"SECO","Mwmed","mensal",1,12,35127.86
"SECO","Mwmed","mensal",1,1,35193.3
"SECO","Mwmed","mensal",1,2,37846.09
"SECO","Mwmed","mensal",1,3,38154.6
"SECO","Mwmed","mensal",1,4,36540.86
"SECO","Mwmed","mensal",1,5,34242.43
"SECO","Mwmed","mensal",1,6,34062.35
"SECO","Mwmed","mensal",1,7,33756.1
"SECO","Mwmed","mensal",1,8,34787.52
"SECO","Mwmed","mensal",1,9,35474.28
"SECO","Mwmed","mensal",1,10,36828.97
"SECO","Mwmed","mensal",1,11,34655.35
"SECO","Mwmed","mensal",1,12,36825.52
"SECO","Mwmed","mensal",1,1,36218.88
"SECO","Mwmed","mensal",1,2,38224.01
"SECO","Mwmed","mensal",1,3,37608.82
"SECO","Mwmed","mensal",1,4,35876.25
"SECO","Mwmed","mensal",1,5,34711.34
"SECO","Mwmed","mensal",1,6,34526.2
"SECO","Mwmed","mensal",1,7,34249.23
"SECO","Mwmed","mensal",1,8,35322.12
"SECO","Mwmed","mensal",1,9,35993.46
"SECO","Mwmed","mensal",1,10,36396.11
"SECO","Mwmed","mensal",1,11,36457
"SECO","Mwmed","mensal",1,12,35894.71
"SECO","Mwmed","mensal",1,1,39620.87
"SECO","Mwmed","mensal",1,2,41188.05
"SECO","Mwmed","mensal",1,3,38856.57
"SECO","Mwmed","mensal",1,4,36972.64
"SECO","Mwmed","mensal",1,5,35082.52
"SECO","Mwmed","mensal",1,6,33908.57
"SECO","Mwmed","mensal",1,7,33904.33
"SECO","Mwmed","mensal",1,8,34301.91
"SECO","Mwmed","mensal",1,9,35838.79
"SECO","Mwmed","mensal",1,10,36764.65
"SECO","Mwmed","mensal",1,11,35991.55
"SECO","Mwmed","mensal",1,12,35891.68
"SECO","Mwmed","mensal",1,1,40605.54
"SECO","Mwmed","mensal",1,2,39219.92
"SECO","Mwmed","mensal",1,3,38297.89
"SECO","Mwmed","mensal",1,4,35938.2
"SECO","Mwmed","mensal",1,5,33378.54
"SECO","Mwmed","mensal",1,6,32652.27
"SECO","Mwmed","mensal",1,7,33016.5
"SECO","Mwmed","mensal",1,8,33956.77
"SECO","Mwmed","mensal",1,9,35542.15
"SECO","Mwmed","mensal",1,10,36688.17
"SECO","Mwmed","mensal",1,11,36370.74
"SECO","Mwmed","mensal",1,12,36656.66
"SECO","Mwmed","mensal",1,1,36566.19
"SECO","Mwmed","mensal",1,2,39533
"SECO","Mwmed","mensal",1,3,38473.38
"SECO","Mwmed","mensal",1,4,38319.29
"SECO","Mwmed","mensal",1,5,34011.81
"SECO","Mwmed","mensal",1,6,33329.67
"SECO","Mwmed","mensal",1,7,33241.34
"SECO","Mwmed","mensal",1,8,34363.16
"SECO","Mwmed","mensal",1,9,0
"SECO","Mwmed","mensal",1,10,0
"SECO","Mwmed","mensal",1,11,0
"SECO","Mwmed","mensal",1,12,0
"SIN","GWh","anual",1996,NA,303712.2
"SIN","GWh","anual",1997,NA,322038.1
"SIN","GWh","anual",1998,NA,334176.3
"SIN","GWh","anual",1999,NA,343237.9
"SIN","GWh","anual",2000,NA,360168.9
"SIN","GWh","anual",2001,NA,330403.9
"SIN","GWh","anual",2002,NA,347494.6
"SIN","GWh","anual",2003,NA,365873.1
"SIN","GWh","anual",2004,NA,383919.2
"SIN","GWh","anual",2005,NA,400401.24
"SIN","GWh","anual",2006,NA,415860
"SIN","GWh","anual",2007,NA,435684.43
"SIN","GWh","anual",2008,NA,448072.86
"SIN","GWh","anual",2009,NA,443359.56
"SIN","GWh","anual",2010,NA,475103.67
"SIN","GWh","anual",2011,NA,491271.22
"SIN","GWh","anual",2012,NA,513339.35
"SIN","GWh","anual",2013,NA,526166.72
"SIN","GWh","anual",2014,NA,540899.21
"SIN","GWh","anual",2015,NA,537302.66
"SIN","GWh","anual",2016,NA,141276.68
"SIN","GWh","anual",2015,NA,537677.96
"SIN","GWh","anual",2016,NA,362341.07
"SIN","GWh","mensal",1,1,29583.04
"SIN","GWh","mensal",1,2,28702.39
"SIN","GWh","mensal",1,3,30509.88
"SIN","GWh","mensal",1,4,29257.27
"SIN","GWh","mensal",1,5,30295.38
"SIN","GWh","mensal",1,6,29204.78
"SIN","GWh","mensal",1,7,29738.94
"SIN","GWh","mensal",1,8,30567.24
"SIN","GWh","mensal",1,9,29592.65
"SIN","GWh","mensal",1,10,31623.42
"SIN","GWh","mensal",1,11,30144.24
"SIN","GWh","mensal",1,12,30936.12
"SIN","GWh","mensal",1,1,31585.98
"SIN","GWh","mensal",1,2,29444.62
"SIN","GWh","mensal",1,3,32930.59
"SIN","GWh","mensal",1,4,30878.94
"SIN","GWh","mensal",1,5,29972.74
"SIN","GWh","mensal",1,6,24489.23
"SIN","GWh","mensal",1,7,24501.73
"SIN","GWh","mensal",1,8,25147.72
"SIN","GWh","mensal",1,9,24396.74
"SIN","GWh","mensal",1,10,25678.69
"SIN","GWh","mensal",1,11,25393.83
"SIN","GWh","mensal",1,12,25983.11
"SIN","GWh","mensal",1,1,27144.36
"SIN","GWh","mensal",1,2,25364.65
"SIN","GWh","mensal",1,3,29724.91
"SIN","GWh","mensal",1,4,29337.4
"SIN","GWh","mensal",1,5,29129.92
"SIN","GWh","mensal",1,6,27993.92
"SIN","GWh","mensal",1,7,28770.63
"SIN","GWh","mensal",1,8,29628.86
"SIN","GWh","mensal",1,9,28485.42
"SIN","GWh","mensal",1,10,31421.63
"SIN","GWh","mensal",1,11,30004.12
"SIN","GWh","mensal",1,12,30488.76
"SIN","GWh","mensal",1,1,30869.35
"SIN","GWh","mensal",1,2,29284.85
"SIN","GWh","mensal",1,3,31262.71
"SIN","GWh","mensal",1,4,30101.89
"SIN","GWh","mensal",1,5,30297.75
"SIN","GWh","mensal",1,6,29159.41
"SIN","GWh","mensal",1,7,30131.46
"SIN","GWh","mensal",1,8,30180.86
"SIN","GWh","mensal",1,9,30120.38
"SIN","GWh","mensal",1,10,31773.17
"SIN","GWh","mensal",1,11,30913.89
"SIN","GWh","mensal",1,12,31777.43
"SIN","GWh","mensal",1,1,31489.03
"SIN","GWh","mensal",1,2,29747.77
"SIN","GWh","mensal",1,3,32945.83
"SIN","GWh","mensal",1,4,31592.78
"SIN","GWh","mensal",1,5,31787.27
"SIN","GWh","mensal",1,6,30693.72
"SIN","GWh","mensal",1,7,31812.19
"SIN","GWh","mensal",1,8,32385.03
"SIN","GWh","mensal",1,9,32498.75
"SIN","GWh","mensal",1,10,33079.93
"SIN","GWh","mensal",1,11,32478.67
"SIN","GWh","mensal",1,12,33408.28
"SIN","GWh","mensal",1,1,33722.22
"SIN","GWh","mensal",1,2,30971.83
"SIN","GWh","mensal",1,3,35206.36
"SIN","GWh","mensal",1,4,33903.3
"SIN","GWh","mensal",1,5,33353.77
"SIN","GWh","mensal",1,6,32281.44
"SIN","GWh","mensal",1,7,32570.36
"SIN","GWh","mensal",1,8,33845.85
"SIN","GWh","mensal",1,9,32694.79
"SIN","GWh","mensal",1,10,34485.42
"SIN","GWh","mensal",1,11,33156.03
"SIN","GWh","mensal",1,12,34215.47
"SIN","GWh","mensal",1,1,35486.04
"SIN","GWh","mensal",1,2,32799.81
"SIN","GWh","mensal",1,3,36713.42
"SIN","GWh","mensal",1,4,33576.28
"SIN","GWh","mensal",1,5,34244.54
"SIN","GWh","mensal",1,6,33164.09
"SIN","GWh","mensal",1,7,34363.48
"SIN","GWh","mensal",1,8,35479.98
"SIN","GWh","mensal",1,9,33847.68
"SIN","GWh","mensal",1,10,35448.84
"SIN","GWh","mensal",1,11,34728.92
"SIN","GWh","mensal",1,12,36006.62
"SIN","GWh","mensal",1,1,36590.42
"SIN","GWh","mensal",1,2,33585.69
"SIN","GWh","mensal",1,3,38691.68
"SIN","GWh","mensal",1,4,36099.71
"SIN","GWh","mensal",1,5,36004.88
"SIN","GWh","mensal",1,6,34410.14
"SIN","GWh","mensal",1,7,35672.29
"SIN","GWh","mensal",1,8,36594.24
"SIN","GWh","mensal",1,9,35897.48
"SIN","GWh","mensal",1,10,38095.16
"SIN","GWh","mensal",1,11,36424.4
"SIN","GWh","mensal",1,12,37618.65
"SIN","GWh","mensal",1,1,37860.46
"SIN","GWh","mensal",1,2,35930.94
"SIN","GWh","mensal",1,3,38632.24
"SIN","GWh","mensal",1,4,37352.08
"SIN","GWh","mensal",1,5,37167.15
"SIN","GWh","mensal",1,6,36260.19
"SIN","GWh","mensal",1,7,37567.8
"SIN","GWh","mensal",1,8,38409.13
"SIN","GWh","mensal",1,9,37246.67
"SIN","GWh","mensal",1,10,39278.23
"SIN","GWh","mensal",1,11,36594.86
"SIN","GWh","mensal",1,12,35773.12
"SIN","GWh","mensal",1,1,36307.74
"SIN","GWh","mensal",1,2,34406.66
"SIN","GWh","mensal",1,3,39112.5
"SIN","GWh","mensal",1,4,35734.16
"SIN","GWh","mensal",1,5,36201.22
"SIN","GWh","mensal",1,6,34605.66
"SIN","GWh","mensal",1,7,36534.17
"SIN","GWh","mensal",1,8,36909.55
"SIN","GWh","mensal",1,9,37025.88
"SIN","GWh","mensal",1,10,38431.41
"SIN","GWh","mensal",1,11,38871.71
"SIN","GWh","mensal",1,12,39218.9
"SIN","GWh","mensal",1,1,40300.76
"SIN","GWh","mensal",1,2,38379.57
"SIN","GWh","mensal",1,3,42290.46
"SIN","GWh","mensal",1,4,38530.86
"SIN","GWh","mensal",1,5,39199.79
"SIN","GWh","mensal",1,6,37565.5
"SIN","GWh","mensal",1,7,39173.21
"SIN","GWh","mensal",1,8,39487.01
"SIN","GWh","mensal",1,9,39289.79
"SIN","GWh","mensal",1,10,40134.27
"SIN","GWh","mensal",1,11,39401.42
"SIN","GWh","mensal",1,12,41351.04
"SIN","GWh","mensal",1,1,41973.24
"SIN","GWh","mensal",1,2,39748.31
"SIN","GWh","mensal",1,3,42272.7
"SIN","GWh","mensal",1,4,40334.9
"SIN","GWh","mensal",1,5,40359.61
"SIN","GWh","mensal",1,6,38493.09
"SIN","GWh","mensal",1,7,40103.95
"SIN","GWh","mensal",1,8,41871.28
"SIN","GWh","mensal",1,9,40575.2
"SIN","GWh","mensal",1,10,41843
"SIN","GWh","mensal",1,11,40884.92
"SIN","GWh","mensal",1,12,42811.7
"SIN","GWh","mensal",1,1,43144.05
"SIN","GWh","mensal",1,2,42828.12
"SIN","GWh","mensal",1,3,46018.79
"SIN","GWh","mensal",1,4,42714.11
"SIN","GWh","mensal",1,5,42271.03
"SIN","GWh","mensal",1,6,40350.9
"SIN","GWh","mensal",1,7,41349.13
"SIN","GWh","mensal",1,8,42423.06
"SIN","GWh","mensal",1,9,41610.23
"SIN","GWh","mensal",1,10,44133.73
"SIN","GWh","mensal",1,11,41776.2
"SIN","GWh","mensal",1,12,44761.59
"SIN","GWh","mensal",1,1,44540.67
"SIN","GWh","mensal",1,2,42094.54
"SIN","GWh","mensal",1,3,45799.31
"SIN","GWh","mensal",1,4,43111.3
"SIN","GWh","mensal",1,5,43016.91
"SIN","GWh","mensal",1,6,41289.04
"SIN","GWh","mensal",1,7,43114.61
"SIN","GWh","mensal",1,8,44285.42
"SIN","GWh","mensal",1,9,43411.69
"SIN","GWh","mensal",1,10,45545.87
"SIN","GWh","mensal",1,11,44292.52
"SIN","GWh","mensal",1,12,45664.84
"SIN","GWh","mensal",1,1,49287.29
"SIN","GWh","mensal",1,2,46102.49
"SIN","GWh","mensal",1,3,48036.99
"SIN","GWh","mensal",1,4,44859.75
"SIN","GWh","mensal",1,5,44408.27
"SIN","GWh","mensal",1,6,41657.02
"SIN","GWh","mensal",1,7,43241.34
"SIN","GWh","mensal",1,8,43506.12
"SIN","GWh","mensal",1,9,43649.24
"SIN","GWh","mensal",1,10,46109.54
"SIN","GWh","mensal",1,11,44420.02
"SIN","GWh","mensal",1,12,45621.15
"SIN","GWh","mensal",1,1,49968.74
"SIN","GWh","mensal",1,2,44359.24
"SIN","GWh","mensal",1,3,48342.53
"SIN","GWh","mensal",1,4,44216.35
"SIN","GWh","mensal",1,5,43096.41
"SIN","GWh","mensal",1,6,40844.77
"SIN","GWh","mensal",1,7,42346.82
"SIN","GWh","mensal",1,8,43336.4
"SIN","GWh","mensal",1,9,43548.9
"SIN","GWh","mensal",1,10,46159.13
"SIN","GWh","mensal",1,11,44719.92
"SIN","GWh","mensal",1,12,46363.44
"SIN","GWh","mensal",1,1,46547.95
"SIN","GWh","mensal",1,2,46338.33
"SIN","GWh","mensal",1,3,48427.28
"SIN","GWh","mensal",1,4,46820.69
"SIN","GWh","mensal",1,5,44144.21
"SIN","GWh","mensal",1,6,42410.96
"SIN","GWh","mensal",1,7,43222.33
"SIN","GWh","mensal",1,8,44429.33
"SIN","GWh","mensal",1,9,0
"SIN","GWh","mensal",1,10,0
"SIN","GWh","mensal",1,11,0
"SIN","GWh","mensal",1,12,0
"SIN","Mwmed","anual",1996,NA,34575.6
"SIN","Mwmed","anual",1997,NA,36762.3
"SIN","Mwmed","anual",1998,NA,38148
"SIN","Mwmed","anual",1999,NA,39182.4
"SIN","Mwmed","anual",2000,NA,41002.8
"SIN","Mwmed","anual",2001,NA,37752
"SIN","Mwmed","anual",2002,NA,39659.1
"SIN","Mwmed","anual",2003,NA,41780.8
"SIN","Mwmed","anual",2004,NA,43732
"SIN","Mwmed","anual",2005,NA,45711.97
"SIN","Mwmed","anual",2006,NA,47477.73
"SIN","Mwmed","anual",2007,NA,49735.66
"SIN","Mwmed","anual",2008,NA,50997.7
"SIN","Mwmed","anual",2009,NA,50617.8
"SIN","Mwmed","anual",2010,NA,54252.49
"SIN","Mwmed","anual",2011,NA,56100.34
"SIN","Mwmed","anual",2012,NA,58455.92
"SIN","Mwmed","anual",2013,NA,60074.42
"SIN","Mwmed","anual",2014,NA,61746.48
"SIN","Mwmed","anual",2015,NA,61335.92
"SIN","Mwmed","anual",2016,NA,64657.52
"SIN","Mwmed","anual",2015,NA,61378.76
"SIN","Mwmed","anual",2016,NA,61864.62
"SIN","Mwmed","mensal",1,1,39762.15
"SIN","Mwmed","mensal",1,2,41179.9
"SIN","Mwmed","mensal",1,3,41007.9
"SIN","Mwmed","mensal",1,4,40635.1
"SIN","Mwmed","mensal",1,5,40719.6
"SIN","Mwmed","mensal",1,6,40562.2
"SIN","Mwmed","mensal",1,7,39971.7
"SIN","Mwmed","mensal",1,8,41085
"SIN","Mwmed","mensal",1,9,41100.9
"SIN","Mwmed","mensal",1,10,42561.8
"SIN","Mwmed","mensal",1,11,41867
"SIN","Mwmed","mensal",1,12,41580.8
"SIN","Mwmed","mensal",1,1,42454.28
"SIN","Mwmed","mensal",1,2,43751.3
"SIN","Mwmed","mensal",1,3,44261.54
"SIN","Mwmed","mensal",1,4,42887.42
"SIN","Mwmed","mensal",1,5,40285.94
"SIN","Mwmed","mensal",1,6,34012.82
"SIN","Mwmed","mensal",1,7,32932.43
"SIN","Mwmed","mensal",1,8,33800.7
"SIN","Mwmed","mensal",1,9,33884.36
"SIN","Mwmed","mensal",1,10,34560.82
"SIN","Mwmed","mensal",1,11,35269.21
"SIN","Mwmed","mensal",1,12,34923.53
"SIN","Mwmed","mensal",1,1,36484.35
"SIN","Mwmed","mensal",1,2,37688.94
"SIN","Mwmed","mensal",1,3,39952.83
"SIN","Mwmed","mensal",1,4,40746.37
"SIN","Mwmed","mensal",1,5,39153.1
"SIN","Mwmed","mensal",1,6,38880.43
"SIN","Mwmed","mensal",1,7,38670.2
"SIN","Mwmed","mensal",1,8,39823.75
"SIN","Mwmed","mensal",1,9,39563.1
"SIN","Mwmed","mensal",1,10,42290.2
"SIN","Mwmed","mensal",1,11,41672.42
"SIN","Mwmed","mensal",1,12,40984.1
"SIN","Mwmed","mensal",1,1,41491.06
"SIN","Mwmed","mensal",1,2,43513.9
"SIN","Mwmed","mensal",1,3,42019.77
"SIN","Mwmed","mensal",1,4,41808.18
"SIN","Mwmed","mensal",1,5,40722.78
"SIN","Mwmed","mensal",1,6,40499.18
"SIN","Mwmed","mensal",1,7,40499.27
"SIN","Mwmed","mensal",1,8,40565.67
"SIN","Mwmed","mensal",1,9,41833.86
"SIN","Mwmed","mensal",1,10,42763.35
"SIN","Mwmed","mensal",1,11,42935.96
"SIN","Mwmed","mensal",1,12,42711.6
"SIN","Mwmed","mensal",1,1,42323.96
"SIN","Mwmed","mensal",1,2,42982.25
"SIN","Mwmed","mensal",1,3,44282.03
"SIN","Mwmed","mensal",1,4,43878.86
"SIN","Mwmed","mensal",1,5,42724.83
"SIN","Mwmed","mensal",1,6,42630.17
"SIN","Mwmed","mensal",1,7,42758.32
"SIN","Mwmed","mensal",1,8,43528.27
"SIN","Mwmed","mensal",1,9,45137.15
"SIN","Mwmed","mensal",1,10,44462.27
"SIN","Mwmed","mensal",1,11,45172
"SIN","Mwmed","mensal",1,12,44903.6
"SIN","Mwmed","mensal",1,1,45325.56
"SIN","Mwmed","mensal",1,2,46020.55
"SIN","Mwmed","mensal",1,3,47320.37
"SIN","Mwmed","mensal",1,4,47087.92
"SIN","Mwmed","mensal",1,5,44830.34
"SIN","Mwmed","mensal",1,6,44835.34
"SIN","Mwmed","mensal",1,7,43777.36
"SIN","Mwmed","mensal",1,8,45491.73
"SIN","Mwmed","mensal",1,9,45409.43
"SIN","Mwmed","mensal",1,10,46413.75
"SIN","Mwmed","mensal",1,11,46050.04
"SIN","Mwmed","mensal",1,12,45988.53
"SIN","Mwmed","mensal",1,1,47696.29
"SIN","Mwmed","mensal",1,2,48736.72
"SIN","Mwmed","mensal",1,3,49346
"SIN","Mwmed","mensal",1,4,46633.72
"SIN","Mwmed","mensal",1,5,46027.61
"SIN","Mwmed","mensal",1,6,46061.23
"SIN","Mwmed","mensal",1,7,46187.47
"SIN","Mwmed","mensal",1,8,47688.15
"SIN","Mwmed","mensal",1,9,47010.67
"SIN","Mwmed","mensal",1,10,47646.29
"SIN","Mwmed","mensal",1,11,48301.7
"SIN","Mwmed","mensal",1,12,48396
"SIN","Mwmed","mensal",1,1,49180.67
"SIN","Mwmed","mensal",1,2,49904.45
"SIN","Mwmed","mensal",1,3,52004.94
"SIN","Mwmed","mensal",1,4,50138.48
"SIN","Mwmed","mensal",1,5,48393.65
"SIN","Mwmed","mensal",1,6,47791.86
"SIN","Mwmed","mensal",1,7,47946.62
"SIN","Mwmed","mensal",1,8,49185.8
"SIN","Mwmed","mensal",1,9,49857.61
"SIN","Mwmed","mensal",1,10,51272.09
"SIN","Mwmed","mensal",1,11,50589.45
"SIN","Mwmed","mensal",1,12,50562.7
"SIN","Mwmed","mensal",1,1,50887.71
"SIN","Mwmed","mensal",1,2,51550.84
"SIN","Mwmed","mensal",1,3,51925.06
"SIN","Mwmed","mensal",1,4,51877.89
"SIN","Mwmed","mensal",1,5,49955.85
"SIN","Mwmed","mensal",1,6,50361.37
"SIN","Mwmed","mensal",1,7,50494.35
"SIN","Mwmed","mensal",1,8,51625.17
"SIN","Mwmed","mensal",1,9,51731.48
"SIN","Mwmed","mensal",1,10,52864.38
"SIN","Mwmed","mensal",1,11,50826.2
"SIN","Mwmed","mensal",1,12,48082.15
"SIN","Mwmed","mensal",1,1,48800.72
"SIN","Mwmed","mensal",1,2,51124.31
"SIN","Mwmed","mensal",1,3,52570.57
"SIN","Mwmed","mensal",1,4,49630.78
"SIN","Mwmed","mensal",1,5,48657.56
"SIN","Mwmed","mensal",1,6,48063.42
"SIN","Mwmed","mensal",1,7,49105.07
"SIN","Mwmed","mensal",1,8,49609.61
"SIN","Mwmed","mensal",1,9,51424.83
"SIN","Mwmed","mensal",1,10,51724.64
"SIN","Mwmed","mensal",1,11,53988.49
"SIN","Mwmed","mensal",1,12,52713.57
"SIN","Mwmed","mensal",1,1,54167.69
"SIN","Mwmed","mensal",1,2,57027.59
"SIN","Mwmed","mensal",1,3,56842.01
"SIN","Mwmed","mensal",1,4,53515.09
"SIN","Mwmed","mensal",1,5,52687.89
"SIN","Mwmed","mensal",1,6,52174.3
"SIN","Mwmed","mensal",1,7,52652.16
"SIN","Mwmed","mensal",1,8,53073.94
"SIN","Mwmed","mensal",1,9,54569.15
"SIN","Mwmed","mensal",1,10,54016.51
"SIN","Mwmed","mensal",1,11,54724.19
"SIN","Mwmed","mensal",1,12,55579.36
"SIN","Mwmed","mensal",1,1,56415.64
"SIN","Mwmed","mensal",1,2,59061.38
"SIN","Mwmed","mensal",1,3,56818.14
"SIN","Mwmed","mensal",1,4,56020.7
"SIN","Mwmed","mensal",1,5,54246.79
"SIN","Mwmed","mensal",1,6,53462.62
"SIN","Mwmed","mensal",1,7,53903.16
"SIN","Mwmed","mensal",1,8,56278.6
"SIN","Mwmed","mensal",1,9,56354.44
"SIN","Mwmed","mensal",1,10,56316.29
"SIN","Mwmed","mensal",1,11,56784.61
"SIN","Mwmed","mensal",1,12,57542.61
"SIN","Mwmed","mensal",1,1,57989.31
"SIN","Mwmed","mensal",1,2,61446.37
"SIN","Mwmed","mensal",1,3,61853.21
"SIN","Mwmed","mensal",1,4,59325.15
"SIN","Mwmed","mensal",1,5,56815.9
"SIN","Mwmed","mensal",1,6,56042.92
"SIN","Mwmed","mensal",1,7,55576.79
"SIN","Mwmed","mensal",1,8,57020.24
"SIN","Mwmed","mensal",1,9,57791.99
"SIN","Mwmed","mensal",1,10,59399.37
"SIN","Mwmed","mensal",1,11,58022.5
"SIN","Mwmed","mensal",1,12,60244.4
"SIN","Mwmed","mensal",1,1,59866.5
"SIN","Mwmed","mensal",1,2,62547.61
"SIN","Mwmed","mensal",1,3,61558.21
"SIN","Mwmed","mensal",1,4,59876.8
"SIN","Mwmed","mensal",1,5,57818.43
"SIN","Mwmed","mensal",1,6,57345.89
"SIN","Mwmed","mensal",1,7,57949.74
"SIN","Mwmed","mensal",1,8,59523.41
"SIN","Mwmed","mensal",1,9,60294.02
"SIN","Mwmed","mensal",1,10,61217.57
"SIN","Mwmed","mensal",1,11,61517.38
"SIN","Mwmed","mensal",1,12,61377.47
"SIN","Mwmed","mensal",1,1,66246.36
"SIN","Mwmed","mensal",1,2,68502.95
"SIN","Mwmed","mensal",1,3,64565.84
"SIN","Mwmed","mensal",1,4,62305.21
"SIN","Mwmed","mensal",1,5,59688.54
"SIN","Mwmed","mensal",1,6,57856.97
"SIN","Mwmed","mensal",1,7,58120.07
"SIN","Mwmed","mensal",1,8,58475.97
"SIN","Mwmed","mensal",1,9,60623.95
"SIN","Mwmed","mensal",1,10,62058.6
"SIN","Mwmed","mensal",1,11,61694.47
"SIN","Mwmed","mensal",1,12,61318.74
"SIN","Mwmed","mensal",1,1,67162.29
"SIN","Mwmed","mensal",1,2,65912.69
"SIN","Mwmed","mensal",1,3,64976.52
"SIN","Mwmed","mensal",1,4,61411.6
"SIN","Mwmed","mensal",1,5,57925.28
"SIN","Mwmed","mensal",1,6,56728.85
"SIN","Mwmed","mensal",1,7,56917.77
"SIN","Mwmed","mensal",1,8,58247.85
"SIN","Mwmed","mensal",1,9,60484.59
"SIN","Mwmed","mensal",1,10,62125.35
"SIN","Mwmed","mensal",1,11,62111.01
"SIN","Mwmed","mensal",1,12,62316.45
"SIN","Mwmed","mensal",1,1,62564.45
"SIN","Mwmed","mensal",1,2,66482.53
"SIN","Mwmed","mensal",1,3,65090.43
"SIN","Mwmed","mensal",1,4,65028.73
"SIN","Mwmed","mensal",1,5,59333.62
"SIN","Mwmed","mensal",1,6,58904.12
"SIN","Mwmed","mensal",1,7,58094.53
"SIN","Mwmed","mensal",1,8,59716.84
"SIN","Mwmed","mensal",1,9,0
